"lang","name","para","o","status"
"http://dbpedia.org/resource/Perl_6","Perl 6","http://dbpedia.org/resource/Multi-paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Artistic_License"
"http://dbpedia.org/resource/Perl_6","Perl 6","http://dbpedia.org/resource/Multi-paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/E_(programming_language)","E (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Free_software_licence"
"http://dbpedia.org/resource/E_(programming_language)","E (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Free_software_licence"
"http://dbpedia.org/resource/E_(programming_language)","E (programming language)","http://dbpedia.org/resource/Message_passing","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Free_software_licence"
"http://dbpedia.org/resource/E_Sharp_(programming_language)","E Sharp (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/E_Sharp_(programming_language)","E Sharp (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/E_Sharp_(programming_language)","E Sharp (programming language)","http://dbpedia.org/resource/Message_passing","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/SAMPL","SAMPL","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/SAMPL","SAMPL","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/SAMPL","SAMPL","http://dbpedia.org/resource/Declarative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/CWEB","CWEB","Literate, imperative , structured","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Permissive_free_software_license"
"http://dbpedia.org/resource/J_(programming_language)","J (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPLv3"
"http://dbpedia.org/resource/J_(programming_language)","J (programming language)","http://dbpedia.org/resource/Array_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPLv3"
"http://dbpedia.org/resource/J_(programming_language)","J (programming language)","http://dbpedia.org/resource/Function-level_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPLv3"
"http://dbpedia.org/resource/J_(programming_language)","J (programming language)","http://dbpedia.org/resource/Tacit_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPLv3"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/LGPL"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/LGPL"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/LGPL"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/LGPL"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Q_Public_License"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Q_Public_License"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Q_Public_License"
"http://dbpedia.org/resource/OCaml","OCaml","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Q_Public_License"
"http://dbpedia.org/resource/AMPL","AMPL","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/AMPL","AMPL","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/AMPL","AMPL","http://dbpedia.org/resource/Declarative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/AMPL","AMPL","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Free_and_open_source_software"
"http://dbpedia.org/resource/AMPL","AMPL","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Free_and_open_source_software"
"http://dbpedia.org/resource/AMPL","AMPL","http://dbpedia.org/resource/Declarative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Free_and_open_source_software"
"http://dbpedia.org/resource/Falcon_(programming_language)","Falcon (programming language)","multi-paradigm: procedural, object-oriented , functional, tabular, message passing","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPLv2"
"http://dbpedia.org/resource/Falcon_(programming_language)","Falcon (programming language)","multi-paradigm: procedural, object-oriented , functional, tabular, message passing","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Falcon_Programming_Language_License"
"http://dbpedia.org/resource/PCASTL","PCASTL","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/PCASTL","PCASTL","http://dbpedia.org/resource/Reflective_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/Extensible_Embeddable_Language","Extensible Embeddable Language","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Extensible_Embeddable_Language","Extensible Embeddable Language","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Extensible_Embeddable_Language","Extensible Embeddable Language","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Extensible_Embeddable_Language","Extensible Embeddable Language","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Extensible_Embeddable_Language","Extensible Embeddable Language","http://dbpedia.org/resource/Scripting_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/MIVA_Script","MIVA Script","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://www.mivamerchant.com/support/docs/empresa-license-agreement"
"http://dbpedia.org/resource/Perl_Data_Language","Perl Data Language","http://dbpedia.org/resource/Array_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Artistic_License"
"http://dbpedia.org/resource/Perl_Data_Language","Perl Data Language","http://dbpedia.org/resource/Array_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/ACL2","ACL2","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Bsd_licenses"
"http://dbpedia.org/resource/ACL2","ACL2","http://dbpedia.org/resource/Metaprogramming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Bsd_licenses"
"http://dbpedia.org/resource/XUL","XUL","Declarative","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Mozilla_Public_License"
"http://dbpedia.org/resource/MetaPost","MetaPost","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/LGPL"
"http://dbpedia.org/resource/MetaPost","MetaPost","http://dbpedia.org/resource/Typesetting","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/LGPL"
"http://dbpedia.org/resource/SPARK_(programming_language)","SPARK (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_GPL"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_GPL"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_GPL"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_GPL"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Reflective_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_GPL"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Ruby_License"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Ruby_License"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Ruby_License"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Ruby_License"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Reflective_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Ruby_License"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/2-clause_BSD"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/2-clause_BSD"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/2-clause_BSD"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/2-clause_BSD"
"http://dbpedia.org/resource/Ruby_(programming_language)","Ruby (programming language)","http://dbpedia.org/resource/Reflective_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/2-clause_BSD"
"http://dbpedia.org/resource/NewLISP","NewLISP","Multi-paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/Logtalk","Logtalk","http://dbpedia.org/resource/Logic_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Artistic_License_2.0"
"http://dbpedia.org/resource/Logtalk","Logtalk","http://dbpedia.org/resource/Logic_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_License_2.0"
"http://dbpedia.org/resource/Pnuts","Pnuts","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Sun_Public_License"
"http://dbpedia.org/resource/Pnuts","Pnuts","http://dbpedia.org/resource/Scripting_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Sun_Public_License"
"http://dbpedia.org/resource/CoffeeScript","CoffeeScript","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/CoffeeScript","CoffeeScript","http://dbpedia.org/resource/Prototype-based_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/CoffeeScript","CoffeeScript","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/CoffeeScript","CoffeeScript","http://dbpedia.org/resource/Scripting_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/CoffeeScript","CoffeeScript","http://dbpedia.org/resource/Multi-paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/ChucK","ChucK","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/IOS"
"http://dbpedia.org/resource/ChucK","ChucK","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Microsoft_Windows"
"http://dbpedia.org/resource/ChucK","ChucK","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Mac_OS_X"
"http://dbpedia.org/resource/ChucK","ChucK","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Linux"
"http://dbpedia.org/resource/Claire_(programming_language)","Claire (programming language)","multi-paradigm: functional, object-oriented , rule processing, reflective","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Permissive_free_software_licence"
"http://dbpedia.org/resource/Claire_(programming_language)","Claire (programming language)","multi-paradigm: functional, object-oriented , rule processing, reflective","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Permissive_free_software_licence"
"http://dbpedia.org/resource/Modula-3","Modula-3","http://dbpedia.org/resource/Modular_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open_source"
"http://dbpedia.org/resource/Modula-3","Modula-3","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open_source"
"http://dbpedia.org/resource/Modula-3","Modula-3","http://dbpedia.org/resource/Structured_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open_source"
"http://dbpedia.org/resource/Modula-3","Modula-3","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open_source"
"http://dbpedia.org/resource/BeanShell","BeanShell","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/BeanShell","BeanShell","http://dbpedia.org/resource/Scripting_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/BeanShell","BeanShell","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_License"
"http://dbpedia.org/resource/BeanShell","BeanShell","http://dbpedia.org/resource/Scripting_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_License"
"http://dbpedia.org/resource/Modelica","Modelica","http://dbpedia.org/resource/Declarative_programming","http://dbpedia.org/resource/Cross-platform","http://www.modelica.org/licenses/ModelicaLicense2/"
"http://dbpedia.org/resource/Agda_(programming_language)","Agda (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/BSD_licenses"
"http://dbpedia.org/resource/AspectJ","AspectJ","http://dbpedia.org/resource/Aspect-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Eclipse_Public_License"
"http://dbpedia.org/resource/Lua_(programming_language)","Lua (programming language)","Multi-paradigm: scripting, imperative , functional","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/MIT_License"
"http://dbpedia.org/resource/Scientific_Vector_Language","Scientific Vector Language","http://dbpedia.org/resource/Multi-paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Array_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/R_(programming_language)","R (programming language)","http://dbpedia.org/resource/Reflective_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_General_Public_License"
"http://dbpedia.org/resource/Yoix","Yoix","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Common_Public_License"
"http://dbpedia.org/resource/Yoix","Yoix","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Common_Public_License"
"http://dbpedia.org/resource/Yoix","Yoix","http://dbpedia.org/resource/Multi-paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Common_Public_License"
"http://dbpedia.org/resource/Unreal_Engine","Unreal Engine","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Freeware"
"http://dbpedia.org/resource/Unreal_Engine","Unreal Engine","http://dbpedia.org/resource/Generic_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Freeware"
"http://dbpedia.org/resource/Unreal_Engine","Unreal Engine","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/Unreal_Engine","Unreal Engine","http://dbpedia.org/resource/Generic_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/Pure_Data","Pure Data","http://dbpedia.org/resource/Dataflow","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/BSD_licenses"
"http://dbpedia.org/resource/Kojo_(programming_language)","Kojo (programming language)","object-oriented and functional","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPL"
"http://dbpedia.org/resource/OpenMx","OpenMx","http://dbpedia.org/resource/Structural_Equation_Modeling","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_License"
"http://dbpedia.org/resource/Wolfram_Language","Wolfram Language","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_license"
"http://dbpedia.org/resource/Wolfram_Language","Wolfram Language","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_license"
"http://dbpedia.org/resource/Wolfram_Language","Wolfram Language","http://dbpedia.org/resource/Array_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_license"
"http://dbpedia.org/resource/Wolfram_Language","Wolfram Language","http://dbpedia.org/resource/Programming_paradigm","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_license"
"http://dbpedia.org/resource/Wolfram_Language","Wolfram Language","http://dbpedia.org/resource/Term-rewriting","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_license"
"http://dbpedia.org/resource/Wolfram_Language","Wolfram Language","multi-paradigm: term-rewriting, functional, procedural, array","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Proprietary_license"
"http://dbpedia.org/resource/Object_REXX","Object REXX","Object-oriented","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Common_Public_License"
"http://dbpedia.org/resource/Object_REXX","Object REXX","Object-oriented","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GPLv2"
"http://dbpedia.org/resource/PLEXIL","PLEXIL","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Mac_OS","http://dbpedia.org/resource/Open_source"
"http://dbpedia.org/resource/Blitz_BASIC","Blitz BASIC","http://dbpedia.org/resource/Modular_programming","http://dbpedia.org/resource/Mac_OS_X","http://dbpedia.org/resource/Zlib_license"
"http://dbpedia.org/resource/Blitz_BASIC","Blitz BASIC","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Mac_OS_X","http://dbpedia.org/resource/Zlib_license"
"http://dbpedia.org/resource/Blitz_BASIC","Blitz BASIC","http://dbpedia.org/resource/Reflection_(computer_science)","http://dbpedia.org/resource/Mac_OS_X","http://dbpedia.org/resource/Zlib_license"
"http://dbpedia.org/resource/Blitz_BASIC","Blitz BASIC","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Mac_OS_X","http://dbpedia.org/resource/Zlib_license"
"http://dbpedia.org/resource/Visual_Basic_for_Applications","Visual Basic for Applications","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Mac_OS_X","http://dbpedia.org/resource/Commercial_software"
"http://dbpedia.org/resource/QBasic","QBasic","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/MS-DOS","http://dbpedia.org/resource/Closed-source"
"http://dbpedia.org/resource/FutureBASIC","FutureBASIC","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/Mac_OS","http://dbpedia.org/resource/Freeware"
"http://dbpedia.org/resource/SK8","SK8","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Mac_OS","http://dbpedia.org/resource/Open_source"
"http://dbpedia.org/resource/Go_(programming_language)","Go (programming language)","http://dbpedia.org/resource/Structured_programming","http://dbpedia.org/resource/DragonFly_BSD","http://dbpedia.org/resource/BSD_licenses"
"http://dbpedia.org/resource/Go_(programming_language)","Go (programming language)","http://dbpedia.org/resource/Concurrent_programming","http://dbpedia.org/resource/DragonFly_BSD","http://dbpedia.org/resource/BSD_licenses"
"http://dbpedia.org/resource/Go_(programming_language)","Go (programming language)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/DragonFly_BSD","http://dbpedia.org/resource/BSD_licenses"
"http://dbpedia.org/resource/Go_(programming_language)","Go (programming language)","http://dbpedia.org/resource/Compiled_language","http://dbpedia.org/resource/DragonFly_BSD","http://dbpedia.org/resource/BSD_licenses"
"http://dbpedia.org/resource/Harbour_(software)","Harbour (software)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open-source"
"http://dbpedia.org/resource/Harbour_(software)","Harbour (software)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open-source"
"http://dbpedia.org/resource/Harbour_(software)","Harbour (software)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open-source"
"http://dbpedia.org/resource/Harbour_(software)","Harbour (software)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open-source"
"http://dbpedia.org/resource/Harbour_(software)","Harbour (software)","http://dbpedia.org/resource/Reflective_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Open-source"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Modular_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Object-oriented_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Logic_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Procedural_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Reflection_(computer_science)","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/Racket_(programming_language)","Racket (programming language)","http://dbpedia.org/resource/Metaprogramming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/GNU_Lesser_General_Public_License"
"http://dbpedia.org/resource/F*_(programming_language)","F* (programming language)","http://dbpedia.org/resource/Functional_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_2.0_License"
"http://dbpedia.org/resource/F*_(programming_language)","F* (programming language)","http://dbpedia.org/resource/Multi-paradigm_programming_language","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_2.0_License"
"http://dbpedia.org/resource/F*_(programming_language)","F* (programming language)","http://dbpedia.org/resource/Imperative_programming","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_2.0_License"
"http://dbpedia.org/resource/F*_(programming_language)","F* (programming language)","http://dbpedia.org/resource/Formal_verification","http://dbpedia.org/resource/Cross-platform","http://dbpedia.org/resource/Apache_2.0_License"
